Name,Team,G,PA,H,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
Milt Stock,- - -,1628,6951,1806,22,839,696,155,6.50%,4.60%,0.072,0.302,0.289,0.339,0.361,0.333,97,-1,-28.3,8.9,22.3,1012551
Bill Bruton,- - -,1610,6668,1651,94,937,545,207,7.20%,11.90%,0.12,0.3,0.273,0.328,0.393,0.323,97,9.1,-18.1,32.3,22.3,1001600
Tom York,- - -,963,4211,1095,15,743,502,15,4.70%,5.30%,0.11,0.292,0.274,0.31,0.384,0.316,116,0.3,95.2,-9,22.3,1014355
Johnny Briggs,- - -,1366,4837,1041,139,601,507,64,13.70%,16.20%,0.163,0.28,0.253,0.355,0.416,0.349,121,-4.1,108.2,-64.9,22.2,1001429
Pete Reiser,- - -,861,3053,786,58,473,368,87,11.20%,12.10%,0.154,0.326,0.295,0.38,0.45,0.387,130,15.1,120.2,-1.1,22.1,1010814
Barney McCosky,- - -,1170,4760,1301,24,664,397,58,10.40%,5.50%,0.103,0.329,0.312,0.386,0.414,0.375,112,-3.2,68.7,-17.5,22.1,1008422
Anthony Rizzo,- - -,847,3631,827,157,457,487,41,11.10%,16.90%,0.22,0.283,0.265,0.364,0.485,0.365,131,-6.9,124.8,-27.2,22.1,3473
Sam Wise,- - -,1175,5140,1281,49,834,672,203,7.60%,12.50%,0.126,0.306,0.272,0.332,0.397,0.342,110,0.6,85.9,-22.3,22.1,1014157
Mike Mowrey,- - -,1276,4979,1099,7,485,461,167,9.40%,7.50%,0.073,0.284,0.256,0.334,0.329,0.326,97,5.9,-8.6,51.6,22.1,1009271
Cesar Tovar,- - -,1488,6177,1546,46,834,435,226,6.70%,6.60%,0.09,0.291,0.278,0.335,0.368,0.321,101,7.1,16.3,7.4,22.1,1013142
Matt Carpenter,Cardinals,812,3416,813,88,507,381,15,12.70%,17.80%,0.181,0.323,0.28,0.376,0.461,0.363,131,3.4,126.7,-24.6,22,8090
Jeff Conine,- - -,2024,7782,1982,214,870,1071,54,8.60%,15.00%,0.158,0.311,0.285,0.347,0.443,0.343,107,-5.7,63.8,-100.2,22,131
Solly Hofman,- - -,1194,4691,1095,19,554,495,208,9.00%,6.80%,0.083,0.296,0.269,0.34,0.352,0.339,106,12.8,43.9,3.6,22,1005917
Travis Hafner,- - -,1183,4782,1107,213,619,731,11,12.50%,20.40%,0.225,0.308,0.273,0.376,0.498,0.374,132,-10.7,179,-120,21.9,1573
Daniel Murphy,- - -,1135,4590,1272,103,574,578,63,6.20%,11.70%,0.158,0.321,0.3,0.344,0.458,0.344,117,6.6,103.9,-35.8,21.9,4316
Todd Zeile,- - -,2158,8649,2004,253,986,1110,53,10.90%,14.80%,0.159,0.286,0.265,0.346,0.423,0.339,104,-17.9,28.5,-94.4,21.9,457
Jerry Mumphrey,- - -,1585,5545,1442,70,660,575,174,8.60%,12.40%,0.108,0.321,0.289,0.349,0.396,0.334,109,3.2,59.6,-29.7,21.9,1009314
Rick Burleson,- - -,1346,5717,1401,50,656,449,72,7.30%,8.30%,0.088,0.29,0.273,0.328,0.361,0.315,88,-11.5,-90.2,113.4,21.9,1001696
Jerry Denny,- - -,1237,5134,1286,74,714,667,130,3.40%,11.70%,0.124,0.284,0.26,0.287,0.384,0.308,96,-5.1,-38.8,83.1,21.9,1003209
Billy Southworth,- - -,1191,4927,1296,52,661,561,138,8.20%,3.00%,0.117,0.299,0.297,0.359,0.415,0.362,112,-5.3,63.7,-11.3,21.8,1012291
Mike Bordick,- - -,1720,6484,1500,91,676,626,96,7.70%,12.30%,0.102,0.286,0.26,0.323,0.362,0.307,84,-9.4,-141.2,139.7,21.8,129
Gene Alley,Pirates,1195,4332,999,55,442,342,63,6.90%,14.40%,0.1,0.289,0.254,0.31,0.354,0.296,87,2.9,-59.1,116.2,21.7,1000160
Steve Brodie,- - -,1437,6314,1726,25,886,900,289,6.70%,3.50%,0.078,0.316,0.303,0.364,0.381,0.36,104,-3,37.5,-35.4,21.6,1001461
Chief Zimmer,- - -,1280,5076,1224,26,617,625,151,7.70%,10.40%,0.099,0.297,0.269,0.339,0.369,0.341,96,-15,-44.8,84.9,21.6,1014441
Eddie Miller,- - -,1510,5816,1270,97,539,640,64,6.00%,8.00%,0.114,0.246,0.238,0.29,0.352,0.302,78,10.7,-134.8,168.8,21.6,1008892
Jake Stenzel,- - -,766,3412,1024,32,662,533,292,8.80%,3.50%,0.142,0.364,0.339,0.408,0.48,0.416,130,26.4,199.5,-60.5,21.5,1012485
Lorenzo Cain,- - -,695,2800,728,53,367,302,117,6.70%,19.10%,0.131,0.338,0.284,0.337,0.416,0.327,104,20.5,33.5,76.9,21.5,9077
Jim Landis,- - -,1346,5025,1061,93,625,467,139,11.70%,15.30%,0.128,0.28,0.247,0.344,0.375,0.326,103,9.7,28,33.6,21.5,1007296
Chone Figgins,- - -,1282,5360,1298,35,708,403,341,10.10%,15.50%,0.087,0.326,0.276,0.349,0.363,0.32,95,58.9,29.5,6.1,21.5,1580
Mike Stanley,- - -,1467,4989,1138,187,625,702,13,13.10%,18.60%,0.188,0.301,0.27,0.37,0.458,0.364,118,0.2,119,-71.4,21.4,1012416
Jocko Milligan,- - -,772,3210,848,49,440,497,41,6.50%,7.90%,0.147,0.309,0.286,0.341,0.433,0.362,115,-19.5,54.8,54.4,21.4,1008944
Shannon Stewart,- - -,1386,6205,1653,115,853,580,196,8.10%,11.00%,0.133,0.32,0.297,0.36,0.43,0.347,107,6.5,65.2,-59.3,21.4,1322
Wes Parker,Dodgers,1288,4835,1110,64,548,470,60,11.00%,12.70%,0.108,0.297,0.267,0.351,0.375,0.327,112,1.1,68.4,-28.5,21.4,1010009
Ernie Whitt,- - -,1328,4271,938,134,447,534,22,10.20%,11.50%,0.161,0.252,0.249,0.324,0.41,0.326,98,-6.9,-16.2,82.3,21.4,1013912
Jack Tobin,- - -,1619,6872,1906,64,936,581,147,7.40%,3.90%,0.111,0.315,0.309,0.364,0.42,0.368,108,3.5,69,-91.9,21.3,1013088
Charlie Hickman,- - -,1081,4252,1176,59,478,614,72,3.60%,,0.145,,0.295,0.331,0.44,0.364,126,-11.5,121.9,-62.7,21.3,1005773
Chief Meyers,- - -,992,3226,826,14,276,363,44,8.50%,5.40%,0.086,0.308,0.291,0.367,0.378,0.363,118,-13.5,59.6,33.1,21.3,1008823
Charlie Jamieson,- - -,1779,7488,1990,18,1062,552,131,10.00%,4.60%,0.082,0.318,0.303,0.378,0.385,0.362,103,-18.1,13.8,-54,21.3,1006355
Bake McBride,- - -,1071,4202,1153,63,548,430,183,5.90%,10.90%,0.121,0.323,0.299,0.345,0.42,0.343,111,12.5,64.5,3.2,21.3,1008340
Dan Driessen,- - -,1732,6344,1464,153,746,763,154,12.00%,11.30%,0.144,0.281,0.267,0.356,0.411,0.343,113,6.7,102.1,-107.1,21.3,1003501
Johnny Kling,- - -,1260,4640,1151,20,474,513,123,6.10%,9.40%,0.086,0.29,0.271,0.318,0.357,0.326,100,-5.6,-8.1,45.6,21.3,1007008
Carlos Gonzalez,- - -,1145,4671,1217,207,697,680,115,7.90%,22.00%,0.222,0.332,0.287,0.344,0.509,0.363,113,17.1,87.3,-31.3,21.2,7287
Richard Hidalgo,- - -,987,3929,929,171,531,560,48,9.10%,18.80%,0.221,0.292,0.269,0.345,0.49,0.357,111,-12.9,47.2,42.6,21.2,561
Norm Siebern,- - -,1406,5267,1217,132,662,636,18,13.40%,14.20%,0.151,0.297,0.272,0.369,0.423,0.353,118,-4.2,109.2,-57.8,21.2,1011949
Bob O'Farrell,- - -,1491,4742,1120,51,517,549,35,11.50%,8.60%,0.115,0.294,0.273,0.36,0.388,0.352,100,8,13,46.3,21.2,1009740
Eddie Foster,- - -,1500,6317,1490,6,732,451,195,8.40%,4.60%,0.062,0.277,0.264,0.329,0.326,0.319,91,0.1,-71.4,59.3,21.2,1004248
Alvin Davis,- - -,1206,5010,1189,160,568,683,7,13.70%,11.10%,0.17,0.288,0.28,0.38,0.45,0.366,125,-6.8,142.4,-104.8,21.1,1003033
Mike Sweeney,- - -,1454,5848,1540,215,759,909,53,8.90%,10.50%,0.189,0.3,0.297,0.366,0.486,0.366,117,-2.7,121.2,-106.5,21.1,634
Jason Bay,- - -,1278,5258,1200,222,737,754,95,12.10%,23.10%,0.214,0.313,0.266,0.36,0.481,0.363,121,23.1,163.4,-123.2,21.1,1717
Jonathan Lucroy,- - -,925,3595,913,94,389,444,29,7.80%,14.50%,0.153,0.307,0.28,0.339,0.433,0.336,108,-16.1,17.6,69.4,21.1,7870
Don Slaught,- - -,1327,4503,1151,77,415,476,18,6.90%,12.40%,0.128,0.31,0.283,0.338,0.412,0.333,104,-3.3,17.5,34.6,21.1,1012059
Orlando Hudson,- - -,1345,5413,1319,93,648,542,85,8.90%,15.20%,0.138,0.31,0.273,0.341,0.412,0.33,98,12.1,-2.8,34.9,21.1,1307
Mike Mitchell,- - -,1124,4611,1138,27,514,514,202,8.00%,7.40%,0.102,0.297,0.278,0.34,0.38,0.349,111,6.8,62.7,-22.1,21,1009007
Patsy Donovan,- - -,1821,8133,2253,16,1318,736,518,5.60%,3.50%,0.054,0.309,0.301,0.347,0.355,0.339,98,31.7,7.4,-94.4,21,1003399
Jimmy Slagle,- - -,1298,5770,1340,2,779,344,273,10.70%,,0.048,,0.268,0.352,0.317,0.33,102,8.6,19.7,-22,21,1012048
Jose Cardenal,- - -,2017,7696,1913,138,936,775,329,7.90%,10.50%,0.12,0.292,0.275,0.333,0.395,0.33,103,16.3,45.4,-90.5,21,1001937
Ed Swartwood,- - -,724,3244,861,14,607,229,120,10.00%,18.60%,0.1,0.324,0.299,0.379,0.4,0.368,134,2.4,164.9,-47.5,20.9,1012766
Sammy Strang,- - -,903,3512,790,16,479,253,216,13.20%,11.50%,0.074,0.3,0.269,0.377,0.343,0.356,117,14.3,81.7,-10,20.9,1012599
Monte Irvin,- - -,764,2893,731,99,366,443,28,12.10%,7.60%,0.182,0.288,0.293,0.383,0.475,0.389,127,4.8,104.2,11.1,20.8,1006275
Carlos Santana,Indians,1054,4517,930,161,535,558,39,15.20%,17.30%,0.194,0.268,0.247,0.363,0.44,0.35,122,-12.6,101.8,-54.3,20.8,2396
Abner Dalrymple,- - -,951,4384,1202,43,813,407,58,4.70%,8.20%,0.122,0.307,0.288,0.323,0.41,0.335,118,-1,107.9,-44.7,20.8,1002948
Pete Ward,- - -,973,3511,776,98,345,427,20,10.60%,15.40%,0.152,0.277,0.254,0.339,0.405,0.333,116,-1.2,60.9,33,20.8,1013621
Neil Walker,- - -,1009,4138,1009,125,497,506,29,8.40%,17.20%,0.165,0.305,0.273,0.34,0.438,0.338,115,5.5,78.2,-9.6,20.7,7539
Ruppert Jones,- - -,1331,5041,1103,147,643,579,143,10.60%,16.20%,0.166,0.274,0.25,0.33,0.416,0.332,106,-4.1,31.6,2.6,20.7,1006588
Aaron Hill,- - -,1559,6217,1501,162,736,695,74,7.10%,13.60%,0.151,0.286,0.266,0.323,0.417,0.323,96,10.3,-20.4,21.2,20.7,6104
Al Bridwell,- - -,1252,4928,1064,2,457,348,136,11.30%,4.00%,0.04,0.268,0.255,0.347,0.295,0.322,95,-8.9,-38.9,60.4,20.7,1001422
Bob Nieman,- - -,1113,3947,1018,125,455,544,10,11.00%,13.00%,0.179,0.314,0.295,0.373,0.474,0.378,130,-7,137,-64.9,20.6,1009587
Bernie Carbo,- - -,1010,3320,722,96,372,358,26,16.20%,18.40%,0.163,0.306,0.264,0.387,0.427,0.369,128,-0.8,108.3,-20.6,20.6,1001935
Cal McVey,- - -,530,2543,869,11,555,448,25,1.20%,2.00%,0.101,0.35,0.346,0.354,0.446,0.363,138,6.7,171.5,-3.1,20.6,1008696
Oscar Gamble,- - -,1584,5197,1195,200,656,666,47,11.70%,10.50%,0.189,0.263,0.265,0.356,0.454,0.362,127,-3.9,156.3,-130.4,20.6,1004473
Jimmy Barrett,- - -,866,3835,962,16,580,255,143,11.50%,,0.068,,0.291,0.379,0.359,0.36,117,-4.1,83.5,-10.1,20.6,1000596
Dick Hoblitzel,- - -,1318,5370,1310,27,591,593,173,7.60%,5.50%,0.096,0.29,0.278,0.341,0.374,0.346,109,-5,51.7,-40.6,20.6,1005871
Ian Desmond,- - -,1147,4733,1164,137,564,550,153,6.10%,23.50%,0.157,0.328,0.268,0.316,0.425,0.322,99,24.6,20.1,26.2,20.6,6885
Eric Soderholm,- - -,894,3255,764,102,402,383,18,9.10%,11.00%,0.157,0.27,0.264,0.335,0.421,0.341,111,-3.6,39.5,52.8,20.5,1012260
Donn Clendenon,- - -,1362,5112,1273,159,594,682,90,7.40%,22.30%,0.168,0.328,0.274,0.328,0.442,0.341,116,-1.9,94.8,-77.8,20.5,1002345
Jim Gentile,- - -,936,3479,759,179,434,549,3,13.70%,19.10%,0.227,0.275,0.26,0.368,0.486,0.374,133,1.2,142.1,-48.3,20.4,1004612
Merv Rettenmund,- - -,1023,3074,693,66,393,329,68,14.50%,12.40%,0.135,0.295,0.271,0.381,0.406,0.361,128,4,101.9,-6.7,20.4,1010846
Duffy Lewis,- - -,1459,6007,1518,38,612,793,113,5.90%,8.40%,0.101,0.306,0.284,0.333,0.384,0.344,109,-19.4,34.9,-45.5,20.4,1007579
Gorman Thomas,- - -,1436,5486,1051,268,681,782,50,12.70%,24.40%,0.223,0.251,0.225,0.324,0.448,0.343,114,-9.2,78,-63.2,20.4,1012979
Patsy Dougherty,- - -,1233,5109,1294,17,678,413,261,7.40%,,0.076,,0.284,0.346,0.36,0.343,118,14.3,115.3,-97.3,20.4,1003430
Dave Kingman,- - -,1941,7429,1575,442,901,1210,85,8.20%,24.40%,0.242,0.252,0.236,0.302,0.478,0.343,113,-1.5,107.5,-162.2,20.4,1006939
Matty Alou,- - -,1667,6220,1777,31,780,427,156,5.00%,6.10%,0.074,0.323,0.307,0.345,0.381,0.327,106,3.8,42.1,-69.1,20.4,1000179
Freddie Patek,- - -,1650,6247,1340,41,736,490,385,8.40%,12.60%,0.081,0.274,0.242,0.309,0.324,0.291,79,28.5,-114.8,105.1,20.4,1010052
George Bell,- - -,1587,6592,1702,265,814,1002,67,5.00%,11.70%,0.191,0.278,0.278,0.316,0.469,0.343,111,-2.4,85.2,-103.5,20.3,1000808
Dots Miller,- - -,1589,6476,1526,32,711,715,177,6.00%,7.80%,0.094,0.282,0.263,0.314,0.357,0.323,94,-1.3,-42.3,19.9,20.3,1008885
Buck Weaver,White Sox,1254,5292,1308,21,623,421,172,3.50%,6.40%,0.083,0.295,0.272,0.307,0.355,0.317,91,-6.8,-60.1,67.9,20.3,1013694
Dickie Thon,- - -,1387,4871,1176,71,496,435,167,7.10%,13.50%,0.11,0.294,0.264,0.317,0.374,0.308,94,7.5,-28.2,62.3,20.3,1013033
Pepper Martin,Cardinals,1189,4521,1227,59,754,501,146,8.20%,9.70%,0.145,0.323,0.298,0.358,0.443,0.366,114,27.6,104.9,-43,20.2,1008189
Fred Luderus,- - -,1346,5406,1344,84,570,642,55,7.70%,7.90%,0.126,0.29,0.277,0.34,0.403,0.357,114,-18.2,58.8,-51,20.2,1007813
Gregg Jefferies,- - -,1465,6072,1593,126,761,663,196,7.80%,5.70%,0.133,0.288,0.289,0.344,0.421,0.338,107,12.1,57.4,-62.6,20.2,1006379
Joe Randa,- - -,1522,6007,1543,123,697,739,42,7.20%,12.30%,0.141,0.306,0.284,0.339,0.426,0.334,94,-5.2,-48.9,49.3,20.2,623
Mark Kotsay,- - -,1914,7110,1784,127,790,720,98,7.80%,10.60%,0.128,0.294,0.276,0.332,0.404,0.322,95,-14.3,-57.9,28.4,20.1,1042
Mike Grady,- - -,918,3420,881,34,486,449,114,9.10%,6.40%,0.13,0.359,0.294,0.374,0.424,0.381,122,-4.6,94.4,-13.6,20,1004917
Joe Vosmik,- - -,1414,6084,1682,65,818,874,23,8.40%,4.50%,0.13,0.315,0.307,0.369,0.438,0.371,104,-8.3,29.7,-40.8,20,1013456
Mike Lieberthal,- - -,1212,4695,1155,150,534,610,8,7.10%,12.20%,0.172,0.284,0.274,0.337,0.446,0.339,100,-18.2,-15,67.8,20,959
Ken Oberkfell,- - -,1602,5528,1354,29,558,446,62,9.90%,6.40%,0.085,0.292,0.278,0.351,0.362,0.321,98,-7.1,-19.9,32.1,20,1009677
Charlie Maxwell,- - -,1133,3796,856,148,478,532,18,12.80%,14.40%,0.187,0.274,0.264,0.36,0.451,0.36,117,2.9,82.8,-5.1,19.9,1008287
Duke Farrell,- - -,1563,6254,1564,51,826,912,150,7.60%,6.00%,0.107,0.279,0.275,0.337,0.383,0.344,98,-23.7,-45.4,21.8,19.9,1003942
Tommy Davis,- - -,1999,7739,2121,153,811,1052,136,4.90%,9.70%,0.111,0.308,0.294,0.329,0.405,0.327,107,6.9,73.1,-138.4,19.9,1003084
Roy McMillan,- - -,2093,7653,1639,68,739,594,41,8.70%,9.30%,0.078,0.261,0.243,0.314,0.321,0.292,73,-2,-258.2,210.6,19.9,1008643
Bibb Falk,- - -,1353,5264,1463,69,655,784,47,7.80%,5.30%,0.134,0.324,0.314,0.372,0.449,0.378,111,-6.4,74.6,-55.9,19.8,1003911
Eric Young,- - -,1730,6996,1731,79,996,543,465,9.40%,6.60%,0.107,0.294,0.283,0.359,0.39,0.336,94,18.2,-30.9,5.9,19.8,716
Happy Felsch,White Sox,749,3129,825,38,385,446,88,6.60%,8.00%,0.134,0.312,0.293,0.347,0.427,0.369,121,-1.8,75.1,1.6,19.7,1003977
Shane Mack,- - -,923,3218,853,80,436,398,90,8.00%,15.80%,0.158,0.338,0.299,0.364,0.456,0.365,122,0.3,84.4,2.4,19.7,1007928
Fred Snodgrass,- - -,923,3658,852,11,453,351,215,10.60%,10.10%,0.084,0.309,0.275,0.367,0.359,0.356,114,13.9,74.1,-10.3,19.7,1012234
Jeff Blauser,- - -,1407,5271,1187,122,691,513,65,10.80%,17.80%,0.144,0.304,0.262,0.354,0.406,0.342,106,-4.5,31.9,-11.5,19.7,1001062
Red Murray,- - -,1264,4786,1170,37,555,579,321,6.20%,6.80%,0.109,0.289,0.27,0.323,0.379,0.34,107,32,67.6,-47.4,19.7,1009397
Billy Shindle,- - -,1422,6326,1561,31,992,758,318,6.10%,5.10%,0.088,0.291,0.269,0.323,0.357,0.326,89,5.6,-97.1,68.4,19.7,1011900
Colby Rasmus,- - -,1074,4070,885,165,531,490,35,8.80%,26.70%,0.197,0.296,0.242,0.311,0.438,0.324,103,27.7,40.5,15.9,19.7,9893
Bug Holliday,Red Stockings,928,4036,1134,65,728,617,248,8.90%,5.70%,0.137,0.321,0.311,0.376,0.448,0.389,120,8.6,134.8,-58.3,19.6,1005957
Perry Werden,- - -,693,3072,773,26,444,439,150,9.10%,7.60%,0.132,0.292,0.282,0.359,0.414,0.369,112,1.3,60.2,42.2,19.6,1013784
Willie Crawford,- - -,1210,3925,921,86,507,419,47,11.00%,16.90%,0.14,0.308,0.268,0.349,0.408,0.342,116,-3.2,67.8,-14,19.6,1002750
Jimmy Austin,- - -,1579,6302,1328,13,661,390,244,9.40%,9.00%,0.068,0.277,0.246,0.326,0.314,0.315,90,3.4,-66.8,38.6,19.6,1000372
Wid Conroy,- - -,1374,5592,1257,22,605,452,262,6.20%,,0.08,,0.248,0.301,0.329,0.306,90,17.8,-45.4,47.3,19.6,1002544
Joe Cunningham,- - -,1141,4061,980,64,525,436,16,14.80%,9.10%,0.125,0.31,0.291,0.403,0.417,0.371,124,-5.5,113.8,-51.5,19.5,1002881
Bob Horner,- - -,1020,4213,1047,218,560,684,14,8.80%,12.20%,0.222,0.268,0.277,0.34,0.499,0.367,126,-4.6,119,-73.2,19.5,1006026
Carl Reynolds,- - -,1222,4879,1357,80,672,699,112,5.30%,6.30%,0.156,0.311,0.302,0.346,0.458,0.363,106,3.1,40.4,-8.2,19.5,1010864
Raul Ibanez,- - -,2161,8278,2034,305,1055,1207,50,8.60%,16.60%,0.193,0.295,0.272,0.335,0.465,0.344,110,-9.1,95.1,-174.1,19.5,607
Jose Cruz,- - -,1388,5448,1167,204,713,624,113,12.10%,21.10%,0.198,0.282,0.247,0.337,0.445,0.339,101,11.8,20.8,-6.8,19.5,1296
Jason Kipnis,Indians,829,3647,867,84,466,380,120,9.40%,18.80%,0.152,0.315,0.269,0.341,0.421,0.332,109,23.6,63.4,0.9,19.5,9776
Jim Fogarty,- - -,751,3264,709,20,508,320,325,10.80%,10.00%,0.097,0.272,0.246,0.335,0.343,0.327,103,32,49.3,36.8,19.5,1004191
Jim Gantner,Brewers,1801,6787,1696,47,726,568,137,5.60%,7.40%,0.077,0.29,0.274,0.319,0.351,0.302,87,-4.6,-106.5,75.3,19.5,1004483
Jack Farrell,- - -,884,3815,877,23,584,370,87,5.20%,6.00%,0.091,0.26,0.243,0.283,0.333,0.285,97,5.2,-14.2,79.3,19.5,1003944
Ryan Howard,Phillies,1572,6531,1475,382,848,1194,12,10.90%,28.20%,0.257,0.309,0.258,0.343,0.515,0.361,121,-38,138,-148.9,19.4,2154
Gee Walker,- - -,1784,7211,1991,124,954,997,223,4.60%,8.30%,0.136,0.309,0.294,0.331,0.43,0.349,97,11.3,-7.6,-42.5,19.4,1013519
Jerry Priddy,- - -,1296,5428,1252,61,612,541,44,11.50%,11.80%,0.107,0.296,0.265,0.353,0.373,0.344,98,-9.5,-25.3,31.2,19.4,1010533
Bill Melton,- - -,1144,4558,1004,160,496,591,23,10.50%,14.70%,0.166,0.265,0.253,0.337,0.419,0.343,113,-3.5,62.9,-27.4,19.4,1008754
Stan Javier,- - -,1763,5755,1358,57,781,503,246,10.00%,14.60%,0.094,0.311,0.269,0.345,0.363,0.32,95,26.5,-5.7,10.9,19.4,1006372
Chico Carrasquel,- - -,1325,5259,1199,55,568,474,31,9.30%,8.90%,0.083,0.276,0.258,0.333,0.342,0.314,85,-1.7,-97.4,117.9,19.4,1001984
Bubbles Hargrave,- - -,852,2852,786,29,314,376,29,7.60%,5.80%,0.141,0.324,0.31,0.372,0.452,0.38,120,2.4,77.4,24.1,19.3,1005359
Steve Kemp,- - -,1168,4714,1128,130,581,634,39,12.20%,12.80%,0.153,0.296,0.278,0.367,0.431,0.358,121,-1.1,113.9,-84.5,19.3,1006827
Terry Moore,Cardinals,1298,5204,1318,80,719,513,82,7.80%,7.10%,0.119,0.291,0.28,0.34,0.399,0.344,99,14.2,7.7,19.3,19.3,1009128
Matty McIntyre,- - -,1072,4512,1066,4,562,319,120,9.70%,,0.073,,0.269,0.346,0.343,0.338,111,-10,43.6,-11.9,19.3,1008573
Jay Bruce,- - -,1360,5584,1247,266,724,802,61,9.00%,23.80%,0.222,0.284,0.249,0.319,0.471,0.337,108,3.1,59,-47.2,19.3,9892
Don Hoak,- - -,1263,4945,1144,89,598,498,64,10.60%,10.70%,0.132,0.282,0.265,0.345,0.396,0.333,100,-3.4,-2.1,31.5,19.3,1005866
Rube Bressler,- - -,1305,4498,1170,32,544,586,47,10.00%,5.50%,0.112,0.316,0.301,0.378,0.413,0.37,113,1.5,76.7,-26.7,19.2,1001398
Jim Delahanty,- - -,1186,4688,1159,19,520,489,151,8.10%,8.50%,0.089,0.316,0.283,0.357,0.373,0.357,121,-3.7,101.9,-92.2,19.2,1003157
Mack Jones,- - -,1002,3584,778,133,485,415,65,10.70%,21.10%,0.192,0.291,0.252,0.347,0.444,0.354,122,-0.9,88.9,-35.6,19.2,1006574
Ned Hanlon,- - -,1267,5563,1317,30,930,517,329,8.50%,6.40%,0.08,0.275,0.26,0.325,0.34,0.317,104,27.2,56.1,-58.3,19.2,1005314
Tony Taylor,- - -,2195,8501,2007,75,1005,598,234,7.20%,12.70%,0.09,0.294,0.261,0.321,0.352,0.304,89,7.3,-106.6,0.8,19.2,1012892
Milton Bradley,- - -,1042,4181,976,125,541,481,88,11.90%,19.50%,0.169,0.317,0.271,0.364,0.44,0.352,114,-7.1,64.3,-10.5,19.1,369
Angel Pagan,- - -,1124,4465,1143,64,584,414,176,7.10%,14.30%,0.128,0.316,0.28,0.33,0.408,0.322,103,39.2,52.7,-8.3,19.1,2918
Bud Harrelson,- - -,1533,5516,1120,7,539,267,127,11.50%,11.80%,0.052,0.271,0.236,0.327,0.288,0.289,80,4.6,-116.8,115.5,19.1,1005387
Dale Mitchell,- - -,1127,4357,1244,41,555,403,45,7.90%,2.70%,0.104,0.315,0.312,0.368,0.416,0.363,114,-9.6,67.4,-25.3,19,1009000
Pat Burrell,- - -,1640,6520,1393,292,767,976,7,14.30%,24.00%,0.219,0.297,0.253,0.361,0.472,0.36,117,-26.6,116.4,-138.7,19,949
Cecil Fielder,- - -,1470,5939,1313,319,744,1008,2,11.70%,22.20%,0.227,0.279,0.255,0.345,0.482,0.36,118,-2.9,122.7,-136.1,19,1004026
Jim McTamany,- - -,813,3682,794,19,693,334,255,14.50%,12.40%,0.099,0.296,0.256,0.373,0.355,0.358,118,2.1,102.8,-31.3,19,1008694
Frankie Hayes,- - -,1364,5121,1164,119,545,628,30,11.00%,12.20%,0.141,0.279,0.259,0.343,0.4,0.348,98,-4.9,-16.9,26.3,19,1005526
Mark Loretta,- - -,1726,6558,1713,76,768,629,47,8.50%,9.20%,0.1,0.315,0.295,0.36,0.395,0.335,100,-20.7,-19.7,-4,19,1383
Asdrubal Cabrera,- - -,1320,5488,1319,134,667,600,86,7.60%,17.30%,0.15,0.305,0.268,0.33,0.418,0.327,104,-5.7,24,-21.3,19,4962
Gus Triandos,- - -,1206,4426,954,167,389,608,1,9.90%,14.40%,0.169,0.251,0.244,0.322,0.413,0.325,102,2.2,13.6,30,19,1013182
Ed Charles,- - -,1005,3909,917,86,438,421,86,8.50%,13.40%,0.134,0.286,0.263,0.33,0.397,0.325,103,5.2,19.1,41.9,19,1002158
George Harper,- - -,1073,3927,1030,91,505,528,58,9.90%,5.30%,0.152,0.303,0.303,0.38,0.455,0.387,118,-2.5,95.9,-29.1,18.9,1005378
Mookie Betts,Red Sox,452,2049,554,71,318,269,71,8.00%,11.40%,0.198,0.308,0.298,0.355,0.496,0.363,125,27,87.8,26.4,18.9,13611
Carlos Pena,- - -,1493,5893,1146,286,745,818,29,13.90%,26.80%,0.231,0.275,0.232,0.346,0.462,0.35,117,2.7,128.1,-136.2,18.9,934
Vince DiMaggio,- - -,1110,4310,959,125,491,584,79,9.60%,19.40%,0.164,0.289,0.249,0.324,0.413,0.344,106,14,45,8.3,18.9,1003312
Todd Frazier,- - -,877,3543,779,164,437,466,62,8.50%,21.70%,0.213,0.272,0.246,0.317,0.459,0.335,110,6.1,45.3,21.2,18.9,785
Pete O'Brien,- - -,1567,6168,1421,169,654,736,24,10.40%,9.10%,0.148,0.262,0.261,0.336,0.409,0.33,103,-10.5,9.8,-24.7,18.9,1009700
John Stearns,- - -,810,3083,696,46,334,312,91,10.50%,9.50%,0.116,0.274,0.26,0.341,0.375,0.325,104,-1.3,11.1,68.7,18.9,1012446
Hub Collins,- - -,680,3130,790,11,653,319,335,10.60%,8.90%,0.085,0.302,0.284,0.365,0.369,0.356,116,24.3,96.2,-5.8,18.8,1002454
Yoenis Cespedes,- - -,758,3180,794,146,433,475,40,6.70%,20.40%,0.22,0.302,0.272,0.325,0.492,0.348,122,6.9,90.8,-16.1,18.8,13110
Bill Buckner,- - -,2517,10037,2715,174,1077,1208,183,4.50%,4.50%,0.119,0.287,0.289,0.321,0.408,0.323,97,8.3,-27.6,-120.9,18.8,1001625
Erick Aybar,- - -,1430,5548,1383,57,636,467,151,5.00%,11.90%,0.101,0.3,0.271,0.313,0.372,0.301,89,21,-56.6,51.4,18.8,4082
